name,scholarid
Annie Cody Holdren,
Michael Johnston,
Christian Tallberg,
Jodie Woolcock,
Masaki Tomochi,
W. Craig Carter,
Scott L. Feld,
George A. Barnett,
Rick Grannis,
Elizabeth Costenbader,
Martin Van Der Gaag,
M. E. J. Newman,
Alden S. Klovdahl,
Charles Kadushin,
Lada A. Adamic,
Eytan Adar,
Simona Bignami-Van Assche,
Rance P. L. Lee,
Karl M. van Meter,
Marie-Odile Lebeaux,
Daniel Lavenu,
Norman Braun,
Thomas Gautschi,
Hetty van Emmerik,
Jonathon N. Cummings,
Monica C. Higgins,
H. Russell Bernard,
Mark House,
Sam Field,
Kenneth A. Frank,
Kathryn Schiller,
Catherine Riegle-Crumb,
Chandra Muller,
William J. Fitzgerald 0002,
Robert J. Beck,
Yuki Yasuda,
Christopher Marquis,
Tackseung Jun,
Jeong-Yoo Kim,
Beom Jun Kim,
Moo Young Choi,
Gueorgi Kossinets,
Peter V. Marsden,
Naoki Masuda,
Norio Konno,
Charles Carroll,
King-To Yeung,
Alayne M. Adams,
Sangeetha Madhavan,
Margaret K. Chojnacki,
Pauline W. Hoffmann,
Tadeusz Sozanski,
Hans Waege,
John Lievens,
Ana Salomé García Muñiz,
Carmen Ramos Carvajal,
Gábor Péli,
Karl E. Bauman,
Andrea M. Hussong,
Vangie A. Foshee,
Elisabeth L. Terhell,
Marjolein I. Broese van Groenou,
Theo van Tilburg,
Matthijs Kalmijn,
Jeroen K. Vermunt,
Trevor I. Fenner,
Mark Levene,
George Loizou,
James Stiller,
John W. McDonald,
Peter W. F. Smith,
Jonathan J. Forster,
Cynthia Giguère,
Katia Petit,
Mark Handcock,
David R. Hunter,
Steven M. Goodreau,
Frank Tutzauer,
David C. Bell,
Amalya L. Oliver,
Yuval Kalish,
Gad Yair,
Marina Hennig,
Gabriele Plickert,
Rochelle R. Côté,
Diana Mok,
Jessica A. Crowe,
Davide Barrera,
Silvia Snidero,
Roberto Corradetti,
Dario Gregori,
Sara Y. Del Valle,
James Mac Hyman,
Herbert W. Hethcote,
Stephen G. Eubank,
James D. Montgomery,
Soong Moon Kang,
Tucker McGrimmon,
Sangick Jeon,
Matthieu Latapy,
Clémence Magnien,
Nathalie Del Vecchio,
Lluís Coromina,
Brian Carolan,
Gbemisola Adejumo,
P. Robert Duimering,
Zhehui Zhong,
Rolf Ziegler,
Rafael T. Mikolajczyk,
Mirjam Kretzschmar,
Marie-Thérèse Jourda,
Rafaël Stofer,
Béla Janky,
George B. Davis,
Vasja Vehovar,
Katja Lozar Manfreda,
Gasper Koren,
Charles F. Mann,
David W. Matula,
Eli V. Olinick,
Naomi Braine,
Caroline Acker,
Huso Yi,
Samuel Friedman,
Peter Totterdell,
David Holman,
Amy Hukin,
Antonio Páez,
Darren M. Scott,
Erik M. Volz,
Kevin Lewis,
Jason Kaufman,
Marco Gonzalez,
Andreas Wimmer,
Nicholas Christakis,
Ken Sharpe,
Eric Turkheimer,
Thomas F. Oltmanns,
Andrea Röper,
Krista Gile,
Martijn J. Burger,
Ruud Hendrickx,
René van den Brink,
Gönül Dogan,
Arnout van de Rijt,
Thomas V. Pollet,
Toon Kuppens,
Pietro Panzarasa,
Sebastian Schnettler,
Eric D. Kolaczyk,
Pavel N. Krivitsky,
Mark S. Handcock,
Adrian E. Raftery,
Philip Andrew Sinclair,
James Pustejovsky,
James P. Spillane,
Lotte Vermeij,
Chris Baerveldt,
Riitta Toivonen,
Lauri Kovanen,
Mikko Kivelä,
Jukka-Pekka Onnela,
Jari Saramäki,
Francesca Grippa,
Olivier Toubia,
Jean-Philippe Cointet,
Richard A. Fabes,
Laura D. Hanish,
Carol Lynn Martin,
Liesbeth Mercken,
Christian E. G. Steglich,
Erkki Vartiainen,
Hein de Vries,
Maurits de Klepper,
Ed Sleebos,
Gerhard G. Van De Bunt,
Javier Ávila,
Uwe Matzat,
Chris Snijders,
Cyprian Wejnert,
John P. Boyd 0002,
Matthew C. Mahutga,
David A. Smith,
Darren C. Treadway,
Jacob W. Breland,
Garry L. Adams,
Allison B. Duke,
Laura A. Williams,
Philip Mohr,
Carlene Wilson,
Simon Rodan,
Bettina Hoser,
Tanja Nitschke,
Mo-Han Hsieh,
Christopher L. Magee,
Verónica de Miguel Luken,
Siddhartha Bhattacharyya,
Stellan Ohlsson,
Karl-Oskar Lindgren,
Mark S. Mizruchi,
Joris van der Veer,
Michael Szell,
Stefan Thurner,
Tal Spalter,
Bernice A. Pescosolido,
Ramasuri Narayanam,
Y. Narahari,
Matthew J. Salganik,
Alexandre Hannud Abdo,
Dimitri Fazito,
Axel Franzen,
Sonja Pointner,
Wendy D. Brynildsen,
Mark E. Feinberg,
Scott D. Gest,
Conrad Lee,
Thomas Scherngell,
Michael J. Barber,
José Luis Iribarren,
Rachel Garshick Kleit,
Nicole Bohme Carnegie,
Barry Markovsky,
Mike Steketee,
Robert Ackland,
Mathieu O'Neil,
Mónica del Pozo,
Conrado Manuel,
Enrique González-Arangüena,
Guillermo Owen,
Hans Noel,
Brendan Nyhan,
Dan Braha,
Blake C. Stacey,
Yaneer Bar-Yam,
Chih-Ping Chou,
Troy Raeder,
Omar Lizardo,
David Hachen,
Nitesh V. Chawla,
Andreas Geyer-Schulz,
James Sanders,
Ylva Almquist,
Steve McDonald,
Gina S. Lovasi,
Pip Pattison,
Bill Mitchell,
Anthea Bill,
Martin Watts,
Scott Baum,
Paulina Preciado,
William J. Burk,
Håkan Stattin,
Margaret Kerr,
Kerstin Sailer,
Ian McCulloh,
Gil Viry,
Yuri Takhteyev,
Anatoliy A. Gruzd,
Barry Wellman,
Barbara Entwisle,
Katherine Faust,
Ronald R. Rindfuss,
Jeremy Mennis,
Michael J. Mason,
David Krackhardt,
Koen Vanbrabant,
Peter Kuppens,
Johan Braeken,
Evelien Demaerschalk,
An Boeren,
Francis Tuerlinckx,
David Willer,
Pamela Emanuelson,
Alexandra Marin,
Jens F. Binder,
Alistair G. Sutcliffe,
Elisa Bellotti,
Mariela Szwarcberg,
John Sandberg,
Steven Rytina,
Valérie Delaunay,
Love Bohman,
Natalie Indlekofer,
Martin Mader,
Lise Mounier,
Paola Tubaro,
Thomas N. Friemel,
Philip A. Sinclair,
Jo Holliday,
Laurence Moore,
Robert W. Faris,
Susan T. Ennett,
Jeffrey Cormier,
Dan J. Wang,
Xiaolin Shi,
Daniel A. McFarland,
Nynke van Miltenburg,
Cécile Emery,
Vladimir Barash,
Rebeka Johnson,
Palakorn Achananuparp,
Ee-Peng Lim,
Riccardo Boero,
Zack W. Almquist,
Sharique Hasan,
Marshall Scott Poole,
Feniosky Peña-Mora,
Mark Hasegawa-Johnson,
Gerhard Krug,
Johannes Zschache,
Sven Banisch,
Tanya Araújo,
Ramón Flores,
Maurice Koster,
Elisenda Molina,
Günes Ertan,
Joonmo Son,
Lea Ellwardt,
Rafael Wittek,
Nick Crossley,
Gemma Edwards,
Ellen Harries,
Rachel Stevenson,
Gijs Huitsing,
Marijtje A. J. Van Duijn,
Miia Sainio,
Christina Salmivalli,
Lijun Song,
Tian-Yun Chang,
Yanlong Zhang,
W. Scott Comulada,
Carl A. Latkin,
Johannes Illenberger,
Tina Kogovsek,
Germà Coenders,
Valentina Hlebec,
João R. Daniel,
António J. Santos,
Inês Peceguina,
Juan I. Casse,
Christian R. Shelton,
Jochem Tolsma,
Ioana van Deurzen,
David Knoke,
Giovanna Miritello,
Esteban Moro,
Rubén Lara,
Rocío Martínez-López,
John Belchamber,
Sam G. B. Roberts,
Dehai Liu,
Weiguo Wang,
Emma S. Spiro,
David B. Tindall,
Mario Diani,
Tore Opsahl,
Jan Kleinnijenhuis,
Wouter de Nooy,
Paulette Lloyd,
Liesbeth A. G. Mercken,
Guido Conaldi,
Mengxiao Zhu,
Yun Huang 0001,
Noshir S. Contractor,
Vanina Jasmine Torló,
Hwai-Chung Ho,
Hsiu Man Chen,
Peter Hedström,
Jennifer B. Unger,
Daniel W. Soto,
Alexia Gaudeul,
Caterina Giannetti,
Jennifer L. Merluzzi,
Andrea Austin,
Zhijin Wu,
Adriana P. A. van Beek,
Cordula Wagner,
Dinnus H. M. Frijters,
Miel W. Ribbe,
Peter P. Groenewegen,
Danching Ruan,
Gina Lai,
Vittorio Fuccella,
Susanna Zaccarin,
Xiumei Zhu,
Sang Eun Woo,
Caitlin Porter,
Michael Brzezinski,
Camille Roth,
Floriana Gargiulo,
Klaus Hamberger,
Michael McBride,
Michael Caldara,
Shigemi Kagawa,
Shunsuke Okamoto,
Sangwon Suh,
Yasushi Kondo,
Keisuke Nansai,
James Nastos,
Yong Gao 0001,
Theo A. Arentze,
Matthias Kowald,
Kay W. Axhausen,
Enrico Bozzo,
Massimo Franceschet,
Nicholas Charron,
Paul D. McLean,
Joeri M. Mol,
Klarita Gërxhani,
Arthur Schram,
Rami Puzis,
Manish Purohit,
V. S. Subrahmanian,
Jacob Dijkstra,
Marcel A. L. M. van Assen,
Sara Geven,
Jeroen Weesie,
Lindsey Trimble O'Connor,
Juliette Stehlé,
Ciro Cattuto,
Alain Barrat,
Ryan M. Acton,
Eran Shor,
David J. Roelfs,
Tamar Yogev,
Rosa M. V. Figueiredo,
Gisele Moura,
Rebecca Nash,
Rebecca Jenkinson,
Philippa E. Pattison,
Rachel Sacks-Davis,
Galina Daraganova,
Margaret Hellard,
Emma McBryde,
Yoshihisa Kashima,
Dean Lusher,
Leonie J. Pearson,
Craig Pearson,
Werner Raub,
Scott D. McClurg,
David Lazer,
Tobias Heinrich,
Eric Schoon,
Victor Asal,
R. Karl Rethemeyer,
Lauren Rhue,
Arun Sundararajan,
Laura Sartori,
Michael T. Heaney,
Justin H. Kirkland,
Justin H. Gross,
Robert Huckfeldt,
Matthew T. Pietryka,
Daniel P. Enemark,
Mathew D. McCubbins,
Nicholas Weller,
Jason Bello,
Meredith Rolfe,
Anand E. Sokhey,
Paul A. Djupe,
Jason M. Smith,
Virginie Kidwell-Lopez,
Jennifer Golbeck,
Derek L. Hansen,
Richard Heidler,
Florian Eßer,
Mayukh Dass,
Dawn Iacobucci,
Miruna Petrescu-Prahova,
Duy Quang Vu,
Tarik Crnovrsanin,
Chris Muelder,
Kwan-Liu Ma,
Henk Flap,
Brandon Brooks,
Bernie Hogan,
Nicole B. Ellison,
Cliff Lampe,
Alejandro Rivero,
Maria Rosaria D'Esposito,
Domenico De Stefano,
J. C. Barnes,
Kevin M. Beaver,
Michael TenEyck,
Peter Pal Zubcsek,
Imran Chowdhury,
Zsolt Katona,
Murray Aitkin,
Brian Francis,
Wei Wang 0211,
Eric J. Neuman,
Daniel A. Newman,
Jeremy M. Koster,
George Leckie,
David Tuckett,
Robert Elliott Smith,
Rickard Nyman,
Alfredo Jose Morales,
Javier Borondo,
Juan Carlos Losada,
Rosa M. Benito,
Noah E. Friedkin,
Eugene C. Johnsen,
David Savage,
Xiuzhen Zhang,
Xinghuo Yu 0001,
Pauline Chou,
Qingmai Wang,
Valentyn Kalnysh,
Yuri Kalnysh,
Zachary Neal,
Angela Bohn,
Christian Buchta,
Kurt Hornik,
Patrick Mair,
Sam Schramski,
Mark Caudell,
Thomas Rotolo,
Mulye Grima,
Vincent G. Moscardelli,
Brian F. Schaffner,
Michael S. Kowal,
Martin Hällsten,
Christofer R. Edling,
Jens Rydgren,
David E. Eagle,
Rae Jean Proeschold-Bell,
Nadine Tamburrini,
Marco Cinnirella,
Vincent A. A. Jansen,
John Bryden,
Vontrese Deeds Pamphile,
Peter McMahan,
Xianbi Huang,
Lei Zhang 0042,
Robert Faris,
Alexander G. Nikolaev,
Raihan Razib,
Ashwin Kucheriya,
Pieter-Paul Verhaeghe,
Koen Van der Bracht,
Bart Van de Putte,
Cuihua Shen,
Wenhong Chen,
Jason Owen-Smith,
Natalie C. Cotton-Nessler,
Helena Buhr,
Maria Grazia Vigliotti,
Chris Hankin,
Matthew Johnson 0002,
Daniël Paulusma,
Todd C. Lehmann,
James A. Rolfsen,
Terry D. Clark,
Ling Heng Henry Wong,
André F. Gygax,
Bart Husslage,
Peter Borm,
Twan Burg,
Herbert Hamers,
Roy Lindelauf,
Weihua An,
Long Doan,
Jacob Habinek,
John Levi Martin,
Benjamin D. Zablocki,
Michaela Hoffman,
Douglas L. Steinley,
Vladimir Batagelj,
Xiangju Qin,
Pádraig Cunningham,
Michael Salter-Townshend,
Jesse Shore,
Benjamin Lubin,
Katrien Fransen,
Stef Van Puyenbroeck,
Todd M. Loughead,
Norbert Vanbeselaere,
Bert De Cuyper,
Gert Vande Broek,
Filip Boen,
Robin I. M. Dunbar,
Valerio Arnaboldi,
Marco Conti,
Andrea Passarella,
Bálint Néray,
Feng Shi 0005,
Jacob G. Foster,
James A. Evans,
Phillip Bonacich,
Edward Bishop Smith,
Kyle Emich,
C. Prem Sankar,
K. Satheesh Kumar,
Duy Vu,
Andreas Tutic,
Harald Wiese,
J. Ashwin Rambaran,
Jan Kornelis Dijkstra,
Antonius H. N. Cillessen,
Samira Malek Mohamadi Golsefid,
Mohammad Hossein Fazel Zarandi,
Susan Bastani,
Charles J. Gomez,
Paolo Parigi,
Elise Cappella,
Helian Xu,
Balázs Kovács,
Chengwei Liu,
Beata Lopaciuk-Gonczaryk,
Shanfeng Wang,
Lijia Ma,
Qiguang Miao,
Emily Hoagland,
Eleonora Patacchini,
Yves Zenou,
Ning Wang 0013,
Hanno Kruse,
Sanne Smith,
Ineke Maas,
Sadamori Koujaku,
Ichigaku Takigawa,
Mineichi Kudo,
Hideyuki Imai,
Linton C. Freeman,
Andreas Flache,
Anke Munniksma,
Hongzhong Deng,
Peter Abell,
Ofer Engel,
Jun Wu 0004,
Yuejin Tan,
Molly E. Brown,
Monica Ihli,
Gerald C. Kane,
Eva Huszti,
Ildikó Barna,
Paola Zappa,
Julia Brennecke,
Julien Brailly,
Guillaume Favre,
Josiane Chatellet,
Andrew J. Slaughter,
Philippa Pattison,
Francesca Pallotti,
Laura Prota,
Yunsong Chen,
David Melamed,
Brent Simpson,
Frank van Tubergen,
Obaid Ali Al-Modaf,
Nora F. Almosaed,
Mohammed Ben Said Al-Ghamdi,
Michele L. Barnes,
Kolter Kalberg,
PingSun Leung,
Tso-Jung Yen,
Cheng Wang 0010,
Rupa Jose,
Cynthia M. Lakon,
Zeynep Ertem,
Alexander Veremyev,
Sergiy Butenko,
Sebastian Bähr,
Martin Abraham,
Eugen Pircalabelu,
Gerda Claeskens,
Christina Prell,
Robert A. Hanneman,
Jürgen Pfeffer,
Emmanuel Lazega,
Avner Bar-Hen,
Eric Giannella,
Anna L. Smith,
Catherine A. Calder,
Christopher R. Browning,
Martin Hilbert,
Poong Oh,
Peter Monge,
Beate Völker,
Ruben De Cuyper,
Gerald Mollenhorst,
Anja Dirkzwager,
Peter van der Laan,
Paul Nieuwbeerta,
Marlène Sapin,
Eric D. Widmer,
Katia Iglesias,
Mario Luis Small,
Christopher Sukhu,
Satyam Mukherjee,
Matthew Dabkowski,
Neng Fan,
Ronald L. Breiger,
Justus Uitermark,
Vincent A. Traag,
Michael Mäs,
Karl-Dieter Opp,
Michele Starnini,
Andrea Baronchelli,
Romualdo Pastor-Satorras,
Vincent Chua,
Yi Cheng Loh,
Pádraig Mac Carron,
Kimmo Kaski,
Robin Dunbar,
Alex D. Stivala,
David A. Rolls,
Kuishuang Feng,
George Wood,
Alejandro Arnulfo Ruiz-León,
Tobias H. Stark,
Jon A. Krosnick,
Anja Znidarsic,
Anuska Ferligoj,
Lucas G. Drouhot,
Jeffrey A. Smith,
James Moody,
Jonathan H. Morgan,
Sandra Cristina Oliveira,
Juliana Cobre,
Taiane de Paula Ferreira,
Domenico Brunetto,
Nicholas Harrigan,
Janice Yap,
Patrick S. Park,
Yong-Hak Kim,
Holly B. Shakya,
Nicholas A. Christakis,
James H. Fowler,
Vicki Stover Hertzberg,
Jason Baumgardner,
C. Christina Mehta,
Lisa K. Elon,
George Cotsonis,
Douglas W. Lowery-North,
Joel Martí,
Mireia Bolíbar,
Carlos Lozares,
Stefano Nasini,
Víctor Martínez-de-Albéniz,
Tahereh Dehdarirad,
Dino Dittrich,
Roger Th. A. J. Leenders,
Joris Mulder,
Karl Finger,
Thomas Lux,
Gregory Lee Phillips II,
Patrick Janulis,
Brian S. Mustanski,
Michelle Birkett,
J. Santana,
Raine Hoover,
Meera Vengadasubbu,
Jasper L. de Bie,
Joshua D. Freilich,
Steven M. Chermak,
José Atilano Pena-López,
Jose Manuel Sánchez-Santos,
Yunpeng Zhao,
James D. Wilson,
Matthew J. Denny,
Shankar Bhamidi,
Renáta Hosnedlová,
Stephanie Thiemichen,
Göran Kauermann,
Nicolò Pecora,
Alessandro Spelta,
Bernhard Leidner,
Michela Del Vicario,
Fabiana Zollo,
Guido Caldarelli,
Walter Quattrociocchi,
Marc Punkay,
Dorothy Espelage,
C. Deniz Yenigün,
Chloé Meredith,
Wim van den Noortgate,
Charlotte Struyve,
Sarah Gielen,
Eva Kyndt,
Thomas W. Valente,
Anton Grau Larsen,
Christoph Houman Ellersgaard,
Andreas Herz,
Sören Petermann,
Norman Conti,
Lampros Bouranis,
Nial Friel,
Florian Maire,
Rémi Boivin,
Yanick Charette,
Thomas Grund,
Sara Bastomski,
Noli Brazil,
Andrew V. Papachristos,
Corina Graif,
Alina Lungeanu,
Alyssa M. Yetter,
Adam Boessen,
John R. Hipp,
Nicholas N. Nagle,
Emily Smith,
N. Lancki,
Jacob T. N. Young,
Derek Kreager,
Giulia Berlusconi,
Alberto Aziani,
Luca Giommoni,
Masarah Paquet-Clouston,
Chloé Provost,
Aili Malm,
Tom Decorte,
Marieke Vlaemynck,
Marije Wouters,
Caitlin E. Hughes,
Jenny Chalmers,
Daniel DellaPosta,
Maxime Reeves-Latour,
Mackenzie Hart,
Alexander Gutfraind,
Michael Genkin,
Sarah K. Cowan,
Delia Baldassarri,
Neha P. Shah,
Daniel Z. Levin,
Felicia F. Tian,
Matthew J. Silk,
Kathleen M. O'Connor,
Eric Gladstone,
Sandro Sperandei,
Marcelo Ribeiro-Alves,
Francisco I. Bastos,
Michael Withers,
Ji Youn (Rose) Kim,
Michael Howard,
Nikki van Gerwen,
Mary Selden,
Adam Goodie,
Qiwen Zheng,
Daniel K. Sewell,
Denis Bouyssou,
Thierry Marchant,
Josef Woldense,
Michael D. Siciliano,
Eric W. Welch,
Mary K. Feeney,
James Hollway,
William P. Eveland,
Osei Appiah,
Paul A. Beck,
Kenneth S. Berenhaut,
Rebecca C. Kotsonis,
Hongyi Jiang,
Zachary Navabi,
Johanne Saint-Charles,
Pierre Mongeau,
Scott W. Duxbury,
David Kretschmer,
Lars Leszczensky,
Sebastian Pink,
Marco T. Bastos,
Carlo Piccardi,
Michael Levy,
Neil McRoberts,
Mark Lubell,
Miranda J. Lubbers,
Valentin Danchev,
Mason A. Porter,
Michael Windzio,
Marieke Wissink,
Valentina Mazzucato,
Pamela A. Popielarz,
Tünde Cserpes,
Ashton M. Verdery,
Ted Mouw,
Heather Edelblute,
Sergio Chavez,
Basak Bilecen,
Andrés Cardona,
Sara Bojarczuk,
Peter Mühlau,
Romina Cachia,
Olga Kornienko,
Victor Agadjanian,
Cecilia Menjívar,
Natalia Zotova,
Markus Gamper,
Louise Ryan,
Alessio D'Angelo,
Claire Bidart,
Alain Degenne,
Michel Grossetti,
Sonja Opper,
Terrence D. Jorgensen,
K. Jean Forney,
Jeffrey A. Hall,
Steven M. Giles,
David Schoch,
Niccolò Casnici,
Kathrin Büttner,
Jennifer Salau,
Joachim Krieter,
Eva Vriens,
Kayo Fujimoto,
Ming Cao 0005,
Dennis Li,
Iain S. Weaver,
Hywel T. P. Williams,
Iulia Cioroianu,
Travis Coan,
Susan Banducci,
Daniel J. Brass,
Patrizia Vecchi,
Brooke Foucault Welles,
Weiai Xu,
Garry Robins,
Nikita Basov,
Jake Bowers,
Mark Frederickson,
Nahomi Ichino,
Hsuan-Wei Lee,
Simi Wang,
Lisha Yu,
William H. Woodall,
Kwok-Leung Tsui,
Michele Coscia,
Laurence Brandenberger,
Giangiacomo Bravo,
Flaminio Squazzoni,
Thijs A. Velema,
Jing-Shiang Hwang,
Giacomo Solano,
Gerrit Rooks,
Ji Ma 0003,
Simon DeDeo,
Iris Wanzenböck,
Pablo Piedrahíta,
Javier Borge-Holthoefer,
Yamir Moreno,
Sandra González-Bailón,
Yan-An Hwang,
Philippe Ramirez,
Stéphane Legendre,
Jake Burchard,
Benjamin Cornwell,
Carlo Morselli,
Marie Ouellet,
Katarzyna Growiec,
Bogumil Kaminski,
Hannah Schmid-Petri,
Silke Adam,
Ueli Reber,
Thomas Häussler,
Peter Miltner,
Barbara Pfetsch,
Chiara Broccatelli,
Tobias Roth,
Cassie McMillan,
Diane Felmlee,
D. Wayne Osgood,
John M. Light,
Melissa A. Clark,
Nancy P. Barnett,
Eric Quintane,
Zoltán Kmetty,
Róbert Tardos,
Fruzsina Albert,
Beata Dávid,
Kate Eddens,
Jesse M. Fagan,
Ami R. Moore,
Victor R. Prybutok,
Anh Ta,
Foster Amey,
Zhenkun Zhou,
Ke Xu 0001,
Jichang Zhao,
Andrea Flori,
Fabio Pammolli,
Eszter Berán,
Csaba Pléh,
Péter Soltész,
Anna Rácz,
Pál Czobor,
Zsolt Unoka,
Neha Gondal,
Lin Tao,
Petr Matous,
Peng Wang 0002,
Rosanna Grassi,
Francesco Calderoni,
Monica Bianchi,
Anna Torriero,
Brian Rubineau,
Yisook Lim,
Michael Neblo,
Henning Silber,
Jette Schröder,
Bella Struminskaya,
Volker Stocké,
Miranda Jessica Lubbers,
José Luis Molina,
Hugo Valenzuela-García,
Michael J. Brusco,
Vincenz Frey,
Vincent Buskens,
George Berry,
Patrick Park,
Michael Macy,
Mustafa Cosar Ünal,
Viviana Amati,
Daniele Mascia,
Manuel Fischer,
Frédéric Varone,
Roy Gava,
Pascal Sciarini,
László Lorincz,
Júlia Koltai,
Anna Fruzsina Gyor,
Peter D. Hoff,
Brian E. Vaughn,
Weiwei Gu,
Jar-der Luo,
Jifan Liu,
Jia-Ping Huang,
Bernd Heidergott,
Ines Lindner,
Yuan Hsiao,
Ching-Ling Cheng,
Ya-Wen Chiu,
Hubert Buch-Hansen,
Lasse Folke Henriksen,
Ronald S. Burt,
Stephan Günnemann,
Pauli Miettinen,
Dante Contreras,
Gabriel Otero,
Juan D. Díaz,
Nicolás Suárez,
Christian Henning,
Christian Aßmann,
Johannes Hedtrich,
Marçal Mora Cantallops,
Miguel-Ángel Sicilia,
Tijs A. van den Broek,
Ariana Need,
Michel L. Ehrenhard,
Anna Priante,
Djoerd Hiemstra,
Jeffrey Lienert,
Laura M. Koehly,
Felix Reed-Tsochas,
Christopher Steven Marcum,
Catherine T. Shea,
Julia Lee,
Tanya Menon,
Dongkyun Im,
Elaine M. Hernandez,
Erin Pullen,
Jonathan Brauer,
Hazem Krichene,
Yoshi Fujiwara,
Abhijit Chakraborty,
Yoshiyuki Arata,
Hiroyasu Inoue,
Masaaki Terai,
Stefano Tasselli,
Kristin Lees Haggerty,
John Griffith,
Jean McGuire,
Beth Molnar,
Vincent Lorant,
Mark Tranmer,
Jennifer Watling Neal,
Kristen J. Mills,
Jennifer Lawlor,
Kathryn McAlindon,
Matthew Smith 0009,
Sara Gorgoni,
Bruce Cronin,
Alon Bartal,
Nava Pliskin,
Gilad Ravid,
Per Block,
Zsófia Boda,
Jonathan Stewart,
Michael Schweinberger,
Michal Bojanowski,
Martina Morris,
Daniela Stoltenberg,
Daniel Maier,
Annie Waldherr,
Stéphane Helleringer,
jimi adams,
Sara Yeatman,
Janet M. Box-Steffensmeier,
Dino P. Christenson,
Jason W. Morgan,
Giancarlo Ragozini,
Maria Prosperina Vitale,
Mark M. Fredrickson,
Yuguo Chen,
Nicholas M. Harrigan,
Filip Agneessens,
Jürgen Lerner,
Alessandro Lomi,
Daniel S. Halgin,
Zhi Huang,
Mark Wittek,
Clemens Kroneberg,
Kathrin Lämmermann,
Dorottya Kisfalusi,
Travis G. Tatum,
Thomas U. Grund,
Rozemarijn van der Ploeg,
René Veenstra,
Zachary P. Neal,
Jialin Hua,
Miin-Shen Yang,
Christoph Stadtfeld,
Károly Takács,
András Vörös 0002,
Matthew Hamilton,
Jacob Hileman,
Örjan Bodin,
Barbara B. Brewer,
Marge M. Benham-Hutchins,
Judith A. Effken,
Jeffrey Reminga,
Lea-Maria Löbel,
Nyi Nyi Htwe,
Seunghoo Lim,
Makoto Kakinaka,
Nicola Mirc,
Andrew Parker 0003,
Spiro Maroulis,
Daniel Diermeier,
Muhammad Azfar Nisar,
Claude S. Fischer,
Shira Offer,
Skyler J. Cranmer,
Bruce A. Desmarais,
Benjamin W. Campbell,
Sabine De Moor,
Christophe Vandeviver,
Tom Vander Beken,
Cohen R. Simpson,
Carl Nordlund,
John Ternovski,
Taha Yasseri,
Ales Ziberna,
Robert Panitz,
Johannes Glückler,
Valerio Leone Sciabolazza,
Raffaele Vacca,
Christopher McCarty,
Annatina Aerne,
Brandy Aven,
Sheena Iyengar,
Mayank Aggarwal,
Anindya S. Chakrabarti,
Pritha Dev,
Mark Patrick Roeling,
Geoff K. Nicholls,
Drazen Cepic,
Zeljka Tonkovic,
Li-Ting Wang,
Martin G. Everett,
Stephen P. Borgatti,
Giorgia Di Tommaso,
Mauro Gatti,
Michela Iannotta,
Ajay Mehra,
Giovanni Stilo,
Paola Velardi,
Diliara Valeeva,
Eelke M. Heemskerk,
Frank W. Takes,
Helge Giese,
F. Marijn Stok,
Britta Renner,
Georg Wolff,
Michael Wältermann,
Olaf N. Rank,
Robert W. Krause,
Mark Huisman,
Christian Steglich,
Tom A. B. Snijders,
Jeroen Bruggeman,
Meredith W. Francis,
Mariarosaria Lombardi,
Antonio Lopolito,
Angela Mariuccia Andriano,
Maurizio Prosperi,
Antonio Stasi,
Enrica Iannuzzi,
Pete Jones,
Eithne Quinn,
Min Fan,
Zhulou Cao,
Jieting Cheng,
Xingqin Qi,
Xin Lu 0002,
Petter Holme,
James A. Coutinho,
Tomas Diviak,
David A. Bright,
Johan H. Koskinen,
Ting Luo,
Yen-Sheng Chiang,
Yen-Wen Chen,
Wen-Chi Chuang,
Chyi-In Wu,
Chien-Te Wu,
Francis Lee,
Jesper J. Rözer,
Bas Hofstra,
Matthew E. Brashears,
Beate Volker,
Sze-Chuan Suen,
Milind Tambe,
Eric Rice,
Beau Dabbs,
Samrachana Adhikari,
Tracy M. Sweet,
Isabella Gollini,
Alberto Caimo,
Paolo Campana,
Lukas Norbutas,
Stijn Ruiter,
Rense Corten,
Dali Ma,
V. K. Narayanan,
ChuanRen Liu,
Lindsay E. Young,
Arthi Ramachandran,
Phillip Schumm,
Aditya S. Khanna,
John A. Schneider,
Mathijs de Vaan,
Sean M. Fitzhugh,
Carter T. Butts,
David R. Schaefer,
Kimberly M. Davidson,
Dana L. Haynie,
Martin Bouchard 0002,
Michele Tumminello,
Salvatore Miccichè,
Kaustav Basu,
Arunabha Sen,
Joshua E. Marineau,
Giuseppe (Joe) Labianca,
Adam R. Roth,
Siyun Peng,
Max E. Coleman,
Evan Finley,
Brea L. Perry,
Antonio D. Sirianni,
Christopher J. Cameron,
Yongren Shi,
Douglas D. Heckathorn,
Mathijs Kros,
Eva Jaspers,
Maarten van Zalk,
Marc A. C. Sarazin,
Patrick Doreian,
Andrej Mrvar,
Yee Heng Tan,
Srinivas K. Reddy,
Isidro Maya Jariego,
Hossein Akbari,
Hui-Ju Kuo,
Yang-chih Fu,
Ryan W. Quinn,
Wayne E. Baker,
George G. Vega Yon,
Andrew Slaughter,
Kayla de la Haye,
